tulajdonsag,ertek,egyseg,darabszam,egyedi_hash
tömeg,0.05,kg,1,887215f1761a176db4aae7d5053ed34eef545299af7049a5ebd9add4061782ef
tömeg,1,kg,1,887215f1761a176db4aae7d5053ed34eef545299af7049a5ebd9add4061782ef
tömeg,0.05,kg,1,a6c7e499d831cc4adef6d1f97117db8c029c4fbd65e8e814415a1e0df2ae4249
tömeg,0.15,kg,1,d89a42d6e9a3d2e70b23705c108411275a7b1c1b0169983b22e97b17d487ed8b
tömeg,1,kg,1,d89a42d6e9a3d2e70b23705c108411275a7b1c1b0169983b22e97b17d487ed8b
tömeg,0.06,kg,1,98a11197d11074f50c1f7a959bea08e90f4695640ce480dca3c4b36507c91cbd
tömeg,1,kg,1,98a11197d11074f50c1f7a959bea08e90f4695640ce480dca3c4b36507c91cbd
tömeg,0.06,kg,1,8543d5b601f081195254d96359ce42204d3dcb520b83ce6ebdd9d961e2882c56
tömeg,0.3,kg,1,a4d95167bc7a119211ef4623d5c382b7c5b0375af1f507b567d25b1f27049719
tömeg,0.2,kg,1,a63011400a2851cf26a8f8934b8ad2b1e1812ed3acc299ca5af1d4cc573f3047
darabszám,1,db,1,a63011400a2851cf26a8f8934b8ad2b1e1812ed3acc299ca5af1d4cc573f3047
tömeg,0.2,kg,1,67f120626a9ed6679228f4357b4c2205f84075d5b21fe7bc3c96c993f3c5b9fb
tömeg,0.092,kg,1,8f01bc9b3b786ea8eeafda17b32cc8277f22d48a93b48323e3ad1af8b18823d6
tömeg,0.022,kg,1,f3a818dad7191a4699c939b8e5c7e62ef787a37805dee01e77745f6fc694988d
tömeg,0.0592,kg,1,daf7cb85f64e230cccd5609c27210ecb47f8b24238be2447c13ef8af2eab436e
darabszám,3,db,1,daf7cb85f64e230cccd5609c27210ecb47f8b24238be2447c13ef8af2eab436e
tömeg,0.07,kg,1,c6b8636bb6f28615fd74e60959f5039d9c0df34ba371f67e3857d584bb29cd00
tömeg,1,kg,1,c6b8636bb6f28615fd74e60959f5039d9c0df34ba371f67e3857d584bb29cd00
tömeg,1,kg,1,5d09482ea6ac67bb9f0b5ad0834bc0227257f845323254c64ed2167115bf31e9
tömeg,0.14,kg,1,28d070377e28aa403db4c0d216044270ad8d9b4ab1fbe6859e4a2e4ab5e0bb52
tömeg,0.395,kg,1,06277ae09394675fdecf5add3fcb6bddd196852a0267235d5937f66085abdfcd
tömeg,0.4,kg,1,06277ae09394675fdecf5add3fcb6bddd196852a0267235d5937f66085abdfcd
tömeg,0.44,kg,1,06277ae09394675fdecf5add3fcb6bddd196852a0267235d5937f66085abdfcd
tömeg,0.44,kg,1,9811e2d99103a014753743be08d5fe13c6856e528d8dd02df11e0609156567a2
tömeg,0.16,kg,1,0abd13e431cc3c0a14587e5f3eeb072d96af75a56f1357ff4aff9b7744b87e4b
tömeg,0.47,kg,1,f57b16ff53fdf4235f15bb607eeec150bf5ed82ababbcfe0d89c3444f8ef2348
tömeg,0.46,kg,1,f57b16ff53fdf4235f15bb607eeec150bf5ed82ababbcfe0d89c3444f8ef2348
tömeg,0.57,kg,1,45397ea73a872a649b37454246de0e48ae0467dbf7d990c6d0b9137bc123bf58
tömeg,0.395,kg,1,ec19a131891704a639802c2356e15a15ca0eae22e57511cee942651d5a0f4ff9
tömeg,0.42,kg,1,ec19a131891704a639802c2356e15a15ca0eae22e57511cee942651d5a0f4ff9
tömeg,0.4,kg,1,3811f45c37166e7040e061f4f74794c2d88f5751e38e67ee1f5bfdfa81ff2033
tömeg,0.4,kg,1,c2a1574e52c41c5d10e33c9dc84823f700fe574b2fb74a03631130ea4080083b
tömeg,0.22,kg,1,1bf607ca0db3795e89065038ad09406845eaf3fd2731a60a4198fc629ce4ef70
tömeg,0.21,kg,1,1bf607ca0db3795e89065038ad09406845eaf3fd2731a60a4198fc629ce4ef70
tömeg,0.2,kg,1,1bf607ca0db3795e89065038ad09406845eaf3fd2731a60a4198fc629ce4ef70
tömeg,0.5,kg,1,e113a856bccd619c676cb9bce2b06cb096577185932d767aacec07ae4c7abc58
tömeg,0.1,kg,1,6e8db55ed8393259967e39554fa1a67ffa37f4b3b2a76e917c8022083300b402
tömeg,0.35,kg,1,efffb3b3d411dc42de41dbbdbf15721c93c3711710859e67150e66cadfd9691d
tömeg,0.4,kg,1,91c511f3a87a47b87d21dfbe4f34bb4c13807a27547d67b6341f87ae53ddcd8b
tömeg,0.25,kg,1,1de30431d63e55226103da52c7ddd5ab2208f2417f59278632ec201556fd9acc
tömeg,1,kg,1,1de30431d63e55226103da52c7ddd5ab2208f2417f59278632ec201556fd9acc
tömeg,0.5,kg,1,72b511b0bbf4a1af6cf84813fbeb3feea0aa64a59bc15ee070cb11b6aa8e1e87
darabszám,1,db,1,fe92062b151b2bd14d4476f28904a667a7141375c043ff8a3f801cc6a8b15276
tömeg,0.405,kg,1,0e7a9a7d0003d38ade65b73a0fed0a1d763b217078a736f2ca1ef8895afb1ee5
tömeg,0.088,kg,1,596907e160a70fd35d895ece16c4c32be04545ed9febae6f0d98ac2725c948a8
tömeg,0.25,kg,1,4a0f26a0b4ecd69650cfb54cf0269dbb96e82613ad6e06aa65db880f8c71a70b
tömeg,0.3,kg,1,5dd4b95769e08ce2b75b3da935a6da1d3e84ea06a6d59c172f657f9cf9d41463
tömeg,0.25,kg,1,a25be496316d705cf25199de78c4905823e4efe9ea6d4fb09d4b0f593a20fc6a
tömeg,0.05,kg,1,caa7c588ad9fe602d5a3b80b1de4d1b3ee3eca9671d34841df88491a30cef8a6
tömeg,0.1,kg,1,b438f4be44ff610f957a1f4cbaa8e493b17c84d9a8c5bd1751510d542fcdaaa1
tömeg,0.085,kg,1,21061697694773e15fd6d789d2ce2754aed5ede8513277e5fa20c3534795fcf0
tömeg,0.09,kg,1,0d962e9acee334da0d16a8479d42e814edaaf7200e20d07fc0ca933697c08211
tömeg,1,kg,1,0d962e9acee334da0d16a8479d42e814edaaf7200e20d07fc0ca933697c08211
tömeg,0.108,kg,1,077002b6b201ac7806b3a3949266ee8cc7ef6f518792c2e0f92283d583680774
tömeg,0.085,kg,1,b11cc7dd60c21f10747190a8a97703e5f3020f63455e6119fb7a6c38f4982728
tömeg,1,kg,1,b11cc7dd60c21f10747190a8a97703e5f3020f63455e6119fb7a6c38f4982728
tömeg,0.06,kg,1,21875ce9fafc945a65cdd96e1eea9ef07f1395b44a87a4eefbadf8ffffccadb0
tömeg,0.12,kg,1,38ebe49f0fd61a1b8f51d9b17e79916f32eff7e26d10614070ce47d79523940f
tömeg,0.037,kg,5,37892a006dac630578b8b296e96105c6ad6aca671ba4f55424bd83b9337e01f6
tömeg,0.4,kg,1,a79801ecd76e16a707687539ced01fcf72b131f99688668fef08ba8b9bf7fdcb
tömeg,0.25,kg,1,a464f86f6e1ca09abefbf41a448bb89758f14dd4e769641159bdfd2b6e5cc63c
tömeg,0.15,kg,1,a464f86f6e1ca09abefbf41a448bb89758f14dd4e769641159bdfd2b6e5cc63c
tömeg,0.4,kg,1,748fc312037811328fa605ccf839da4162c7a0e2f6f9d16dcb3b1f706700c094
tömeg,0.5,kg,1,d4c7bec3ec1e4717a633bea384a7913c3365c2bba5ae2c05fc530ad50205b4ed
tömeg,0.27,kg,1,4f802f3778a4bc40680d053fbdb0e1d9557f7c0d2a6d10a3b0902234b3d396a4
tömeg,0.32,kg,1,b15acfbc42b6f548f2fd0269eee7b9b663227c028474ede184239316134c398e
tömeg,0.325,kg,1,b15acfbc42b6f548f2fd0269eee7b9b663227c028474ede184239316134c398e
tömeg,0.35,kg,3,a3926d8eab8ddb1d9e996bca456cce0815c5174c4b9400fb3ce90a412f85f647
tömeg,0.35,kg,1,a3926d8eab8ddb1d9e996bca456cce0815c5174c4b9400fb3ce90a412f85f647
tömeg,0.2,kg,2,91817ab5e67f69842eff50d86e402cb9baeea2359087cdf38934a46f96f472f9
tömeg,0.3,kg,1,b9547c2780b76a1c1dc864c6f68ef8f9a2c5404e843d86532b1367e35ff30fc0
tömeg,0.1,kg,1,345f2ba0873221926c9d157695762a6d27eae5eb749cdaca9940305308117aa4
tömeg,0.23,kg,1,8f5d027b69547c9a8f4d7f25c4838e1ad4fa533519db402323f510008d2cbc35
tömeg,0.2,kg,1,8f5d027b69547c9a8f4d7f25c4838e1ad4fa533519db402323f510008d2cbc35
tömeg,0.1,kg,1,b7ec6dc48def13e5095dc99d5b53e3342f86e5300da265dcdc9d032c76e3d914
tömeg,0.4,kg,1,f5a5ea17c229330b9a9e6c1ed4b942aa3271818901d4a91c651ffb4e7c35acfd
tömeg,0.08,kg,1,8706206cb4a2a6e14c19720ec4e665ec54cf506745bce26665bfce91ad9dc552
tömeg,0.3,kg,1,3bec7a28e6fceecbfd589633c877c79de080814b424f8ca2b83cf46eb3daee68
tömeg,0.1,kg,1,2f13cc170ab72a8ef3db435500c0da9519c2b8aae04bb32b1b9c1ef98940fcb1
tömeg,0.14,kg,1,f0f4ab41ced52ecf1f3f7af9b1ad75c86c73aa44bff33eff23b483e050df68d4
tömeg,0.125,kg,1,b15c07e533f8eb47d546817fe9ca60003192ecf266c45f541ceb6e08b5692eb3
tömeg,0.12,kg,1,d8300875bc7b48c2de0e4f5b86e4c91ab51f9878a72b3116c699ad55089b1d25
tömeg,0.4,kg,1,07364413e117874e08ecb15f2f3c7361479771c17190c8940c44098ce4985f7b
tömeg,0.055,kg,1,fb332f0ad8eadff98306e45d6ca187367b679c467db6d1757a0f6697d9677099
tömeg,0.2,kg,1,6d05c08160ecfb3d1fe282490fb5886a7b0d48fecba2249f7f9ff4ec9e8f0871
tömeg,0.35,kg,1,3789afbd08aed5ccb87383ca19afcf7eb0c05659febcd51f33f91a5bbd2993da
tömeg,0.1,kg,1,bac253664c8a01721ebe6091ad1b04b5468f1ab67882af9a90ce8525980f2d64
tömeg,1,kg,1,bac253664c8a01721ebe6091ad1b04b5468f1ab67882af9a90ce8525980f2d64
tömeg,0.07,kg,1,173cb663014fb87c5721a8a4ecf5ae36d0e0286b5601441782f748d2b2e5856f
tömeg,0.3,kg,1,7d91ab2fa6a1b20dc6547dca4327d026a3411aa302cd5e11a283d01346c1bf36
tömeg,0.1,kg,1,09c576eee68458434f1a648c625029480389fc1b5a373b0f518c45d4902c8842
darabszám,1,db,1,09c576eee68458434f1a648c625029480389fc1b5a373b0f518c45d4902c8842
tömeg,0.1,kg,1,228d1cef4722c7a2295d6126ea9a6e118afe439d5cda0f11768a51abb9bc7dad
tömeg,0.08,kg,1,109820a4e539ee0148807e11b3d07ec7d855467219cc05410b32da2fc4eb8809
tömeg,0.09,kg,1,71646e1a2717bac3676f9d0562a6a9e010500bfef99882b08b3c6de60f2a72b8
tömeg,0.08,kg,1,2e49ae0e7ca9758104129302df5e7b6e4d76e9f0df04fd702f7d3fd4e5050f6b
tömeg,0.1,kg,1,7ead8ff84bbe95baa26fd668c542c8cb8aa4b7a6354418de06411019cdf4c899
tömeg,0.18,kg,1,c5e4f5025a1240177a1a0c59e6ac61b4c562b52d83bfc9800e53c789acf52ded
tömeg,1,kg,1,c5e4f5025a1240177a1a0c59e6ac61b4c562b52d83bfc9800e53c789acf52ded
tömeg,0.3,kg,1,a1dba1379d102199c02345275f511f44433ce17930134cf55ef871256326ae55
tömeg,0.25,kg,1,55bb8f10ddb54e3ac2c5325c34a9a7293ff773b376e34108f274e7f5022e5266
tömeg,0.2,kg,2,cb3d7dbee15829b879d5789ccf5d735fe6c8dd060b3ef0d4fd1c283c582f1ea7
tömeg,0.3,kg,1,525b2a0657d5400d69bd9ed7d86f1db24fbdb45ed0ded133e9ebeab15a73eb25
tömeg,0.4,kg,1,89a8aaf9a6aad8b28e02379d65bbda74cc962f5615fd909a59acdaaeeb58ccd4
tömeg,0.8,kg,1,eeef76bbe13b6a7012e0157c0cb2225b7ec3970c1ad6a6d4c2064f90ef903efa
tömeg,0.19,kg,1,a6d9d5d6da14c8bd9f4b41e51685b1977a04d81cbabd1e824acfaaf46dde3ef9
tömeg,0.25,kg,1,c9a5e9e5fad2aac1a7e4d10b7bba16e72b44cc86fcfd2f99efc72dff090cb464
tömeg,0.2,kg,1,fb35be775641b4e9b325e848b90b3043a786bb7f7790c8a83f822b0eb386f79a
tömeg,0.2,kg,2,991a7b1cb33f6d3c39f84ee46ea3ebf004df6cdc7dbd8c9f49888fc13433690d
tömeg,0.33,kg,1,03e6915394855c8d5325d414e0f4a3a1b479c9ad725438504f8379ef20f78e63
tömeg,1,kg,1,2817a78510914bb0515a976b32ffa5e86756b20683a2efb4e8ba097e515acffb
tömeg,0.5,kg,1,a330a259639da5ad4b7c67b39ac4398c26f0d890121f6a7796065b0315b916e6
tömeg,0.2,kg,1,c2554e4f5b11b49b7e9834709117b775251f70b263771d5d238f07c0e2c7b7a4
darabszám,1,db,1,d3fc96c0acaf885605d0bb66c40627ae3a8a0034c90f9aa1c165bfcd56fa35e4
űrtartalom,0.7,l,1,55cc6d10fcd912eb1864885ffbe9a36bc0120e7ef2d1cb7bf48b279f66828171
űrtartalom,1.5,l,1,779a9437b5ca9e77836116fc4b97bd67eba8e0146b80568ec4a087938f6d1b13
űrtartalom,1,l,1,a1209fea24b9abed87b5f006de4eb0a5e81254986f42fb50915e17d2d2df7f5b
űrtartalom,1,l,1,a8018fc50023fac924427f3697331c7328dde0fba551ee4cf60aab45dd2fc5c5
űrtartalom,1,l,1,1338bfb88ec0c229b673f4c91c4984b29b15c668649fbe8a8d24e55f9a710c65
űrtartalom,0.25,l,1,8e05c12b71240a7f9f6768cb614321e6af15ac4185b813900b98f1b73db71a9e
űrtartalom,1,l,1,8e05c12b71240a7f9f6768cb614321e6af15ac4185b813900b98f1b73db71a9e
tömeg,0.002,kg,20,c289c8a38981da88e3dd9d7c02977b192389c3d5998f3b73fce78f94de993eec
tömeg,0.075,kg,1,9c772ce24e9b89f5961528cf09d15742b831d1f376a13d3014f7494c68fa1d7c
tömeg,0.1,kg,1,9c772ce24e9b89f5961528cf09d15742b831d1f376a13d3014f7494c68fa1d7c
űrtartalom,1.5,l,1,f6234a4edc6eb954d42587d07211ec33f5b387ff5f418275a73b0c365d718b31
űrtartalom,2,l,1,bb99c616ce7db4b43cb4b86c2a6d4ddb4d350c741efc7018e3d7d680e4cb16b2
űrtartalom,1.75,l,1,e9127843c7774d0f8d84a0796d01e6cd50fba9141dfc58ce4325019b55cd52e9
űrtartalom,1.5,l,1,059bfdbab4840bf38b250479b60ef624aac7807b6a647a2f08be29f582345311
űrtartalom,2.5,l,1,134bac73f7b9d2346ec9336c58068fb42a4a404bb57033ed1a0beac3aa3cbfad
űrtartalom,2.5,l,1,f3e411a5d5910b19d6ab6f7dfbcbae060f3b1b874e89d945997abd457dcbc01f
darabszám,1,db,1,f3e411a5d5910b19d6ab6f7dfbcbae060f3b1b874e89d945997abd457dcbc01f
darabszám,2,db,1,f3e411a5d5910b19d6ab6f7dfbcbae060f3b1b874e89d945997abd457dcbc01f
űrtartalom,2.25,l,1,439a80d0e8e1b0fff1d09b01a123a1822d71dd4dd24f0595ad1d092073837cce
darabszám,2,db,1,439a80d0e8e1b0fff1d09b01a123a1822d71dd4dd24f0595ad1d092073837cce
űrtartalom,0.5,l,1,f1fb87c6411a59b9f63a906ba0636dd75b29d5271b13638007c4651a62e87a38
űrtartalom,1,l,1,f1fb87c6411a59b9f63a906ba0636dd75b29d5271b13638007c4651a62e87a38
űrtartalom,1.5,l,1,c30b4d74826003f7f425e600a5f93fa9678ff16959fcee874c4e7183cf6a030d
űrtartalom,1.5,l,1,d222cc5b2b6208020fb3a917c0c83a1727d8d7341d4a5ec1fc6c9fad9ae4458c
űrtartalom,1.5,l,1,c47d65005d90407b175c7cbe8d7e5258fc5e95225546e2cad7231cfca77febe7
darabszám,1,db,1,c47d65005d90407b175c7cbe8d7e5258fc5e95225546e2cad7231cfca77febe7
darabszám,2,db,1,c47d65005d90407b175c7cbe8d7e5258fc5e95225546e2cad7231cfca77febe7
űrtartalom,0.5,l,1,ec7245efd439f311a567b2c4f9b85030a4767096864e11bb917fef33b7fc40c0
űrtartalom,0.25,l,1,e40393ec68e6c1c6a92ceb0d7de019a55a584c2e163d76b33b63b374c3af91d3
tömeg,0.2,kg,1,999d6a769149146a1e4245454a3562f60a715ab0d780c05ac3aba08ec8cf4c5c
tömeg,0.0165,kg,30,37617f033df1c26e72eb9a15e7e4d5718ac5847ef353896c592e94374ce60e37
tömeg,0.044,kg,1,bcba5c9f6f1aef63e174e36ada4e2ffb23b9e7384aad151a519237e61187aeee
tömeg,0.25,kg,1,09358515cd932b608e25440fed052848c428b1b667405cd00ac0eee92ebd13d3
tömeg,1,kg,1,1dbb05b7fe5556ac6f0add5a563ee802d3dfd27e4cea458a5a973ccddc8c11f6
tömeg,0.1,kg,1,142c0ca033c77878e888ed8e81a1e3b00a05dd40fd7e8930b6e17e9d797079f7
tömeg,0.2,kg,1,6bc04efeac656e7941b84b48880c07e3d11cf047abf61ce0b997b6f7d8fc8d13
darabszám,1,db,1,9294a1ad56c79ef2c84cdca129ab823571e8afd20af20d5af58322cce1a00464
darabszám,30,db,1,9294a1ad56c79ef2c84cdca129ab823571e8afd20af20d5af58322cce1a00464
tömeg,0.0165,kg,24,078882467cf9312331c2fddfed4eacd9aa951c54c52aef2765005be0ab601487
tömeg,0.0165,kg,1,078882467cf9312331c2fddfed4eacd9aa951c54c52aef2765005be0ab601487
űrtartalom,0.25,l,1,b4ae2dfe5234ebd608e16fe591c3c344ca5c271e6dd3c63dae5b930249da7302
tömeg,0.25,kg,1,e9ffac0a9135b7ffbb00e9fc8ace1696f13e488a54da9b272a46813884a426cf
darabszám,10,db,1,c4b5c199a2fb5d90d54fbab7663c29208f3591150362bf5f81dd12a5f0692d68
tömeg,1,kg,1,f3c8fa82c0772b0932b982b466c7f3be9be5f32f4559c90faa85795bd4a29325
tömeg,0.5,kg,1,e9ed6f3f8b2a96b241c7bb94d3441b0902158b9b243a7abc10b15bcd5cb20596
tömeg,1,kg,1,e64eb2ea8ced3b3a696e77cde3cf834f3bdf95d592919f4388db2b22e6455681
űrtartalom,1,l,1,ceeb7c219f404f202f65229e27e04fcc102c06dc5ec8482b9563549747ee3488
űrtartalom,1,l,4,ca6600fd386c8987c796fc0c5e529f737f5c3d0b3e92e85fe5bf6930d08f0a70
űrtartalom,1.5,l,1,2eca247f4d8c50bbf98e2c19562e266f68b8e22b1c156e19eb949d1653bd3739
űrtartalom,1.5,l,1,9fc727fd9f9069494fa952a59a6e1f432d4360e32f0d5489007e43e6cbdda20e
űrtartalom,1,l,1,40407050c3d1aa5083b96e521cfef3e10725c6765f7a5b0eafa1220c8ab27118
űrtartalom,1.5,l,1,41100e391c8c9eb79159629655fb785ba38fc0f8ed77b4695975de6cc9f14a25
darabszám,1,db,1,41100e391c8c9eb79159629655fb785ba38fc0f8ed77b4695975de6cc9f14a25
darabszám,6,db,1,41100e391c8c9eb79159629655fb785ba38fc0f8ed77b4695975de6cc9f14a25
űrtartalom,1,l,1,b840a70b19cf7ba19e1e3e91f2cd8ef4068d9b94b8ea76382ebc84943f4bc448
űrtartalom,1.5,l,1,cea9ca2cd697d79a6ef9fbc50d41adca698fc0b747c466c0f6c82219fc379019
darabszám,6,db,1,cea9ca2cd697d79a6ef9fbc50d41adca698fc0b747c466c0f6c82219fc379019
űrtartalom,0.75,l,1,c4e9759870960e3719c1750aa0a655b964543e15a58d0f47e858505281bac564
űrtartalom,0.75,l,1,bb4480252f0d5b191318facddd25227dbdce2ce59a7dbf93c419b769cd2318f4
űrtartalom,0.75,l,1,b16bc1a78d235d122abbdce9cc7a14885b1a489e15f642e8c0f57f49331dbbb2
űrtartalom,0.5,l,1,84c67e23882fb981cfcbea9b636f43dc31a6a944a34660dd2156107eb51c28bb
űrtartalom,0.75,l,1,6971a57fff26923a677165d482c34005d328d32b1914547c1ace875f5699b2fc
űrtartalom,0.75,l,1,e013faf23266d79bb1c73f32badcad1cf0d16f78dd500564f6011eeec6e54d8a
űrtartalom,0.75,l,1,7bbd394e49d15c9d43a7bcd8fa751cfc9e663538f6d1fdf00f0fca50a7b3dc27
űrtartalom,0.75,l,1,8c810bfbc828e7190ec8c715ef6a9cdc5228b440bb9189612a5791d1d06bfb5e
űrtartalom,0.75,l,1,330854e771b1a03f480215a8dc1e3269fd52d22a06e6d282fbde2e8ea0d3a675
űrtartalom,0.75,l,1,596a3112815acb4a36a81b2241bc0842042403719cb8c0f9ee8d14e118e65f5b
űrtartalom,0.75,l,1,8e87318e579d697c6335b9deb5454e276dc5243a8fb2cb7d976b62aa3be88d1b
űrtartalom,0.75,l,1,712d2776ca2a0955d2946d1cf19d45b570a8e6f48c69722119adca9d903e3f21
űrtartalom,0.75,l,1,71c58e7ad2277f2c32bf9d646699526ac257b0ae1ecaf86c654489b34fed3684
űrtartalom,0.75,l,1,f8994bed57d453460a13cd9d7e6a36347d4c2795ac66e27dc885c0290c039db5
űrtartalom,0.75,l,1,cfc1b0ba1870e0d24513931f44897a1fe3d118a19db05193923af1e0ffa153ce
űrtartalom,0.75,l,1,403a1c2b83a07fcb26a16b6c6024330a8466bbf355fa2933356bc093eba8726e
űrtartalom,0.33,l,1,87964ea3654eba8ee7401006dfc13b57db64fed5117dfcc361cea999aaf52d44
űrtartalom,0.5,l,1,91222abd6b8b7b35ed41c50e97b5ffa4804afb1e1db320e750bd69b3d981f087
űrtartalom,0.5,l,6,4d73ff823014c1ed18af390a0687b41771c949cfc50cb1480b55d696ae22a411
űrtartalom,0.5,l,1,4d73ff823014c1ed18af390a0687b41771c949cfc50cb1480b55d696ae22a411
űrtartalom,0.5,l,6,d91c9fd2e8e8f9077073f3f00a81fc08103d3c782e8ad8ac6546abc5ee22cbcb
űrtartalom,0.5,l,1,d91c9fd2e8e8f9077073f3f00a81fc08103d3c782e8ad8ac6546abc5ee22cbcb
űrtartalom,0.5,l,1,af020404752c2ec4ddbf97ad52079146b10e1d2160c2dd042b33f71ab65627fc
űrtartalom,0.5,l,1,f3d65acb377dc40cd7bc618524301341c1e0d3a374d8c7a7d72e7653964b60cf
űrtartalom,1,l,1,f3d65acb377dc40cd7bc618524301341c1e0d3a374d8c7a7d72e7653964b60cf
űrtartalom,0.5,l,1,18fc43ea32cd101bcfdf2e8102b10df80028fc71623e3da62aa098c6c2fd0b5c
űrtartalom,0.5,l,1,56991382f0fe9b14b60acc8893c6f32c1e9145e8f95bb63b5c6a1eacde48b87b
űrtartalom,0.5,l,1,21fef65504239966d1e16f73e7bfb6c1cf919b171d287cab3133f3be200023b7
űrtartalom,0.5,l,4,749a5bdd821c6537b8e2e6ec44868ec21227736e5c4e4f9f265b3735cc5ca006
űrtartalom,0.5,l,6,0759adc9bb11a2445e4f1a44a34124b355b8ff9b825e6bf6968edc331fb42dd9
űrtartalom,0.5,l,1,abb673f0a4399f2b0e3dd247b56a87211cdaf728dac006a532400186373c6f5e
űrtartalom,1,l,1,abb673f0a4399f2b0e3dd247b56a87211cdaf728dac006a532400186373c6f5e
űrtartalom,0.33,l,1,1db81b06bdebd11061cfe8702f7b9505b8891f6244df6faa9822c57dc87fe363
űrtartalom,0.5,l,1,01057df8219381955057e2fd9224c7de336be9e30bace9dd0a7fb49dd8bfa3f3
űrtartalom,0.5,l,1,ed19cc322d09bff98ea575e0193a9c91e661aaa858bdbd154ca818cc5403ce06
űrtartalom,0.5,l,1,d4c84cf78e353675df88cad01c9c7323b231fb6ec85691d016d5bfcb1029a40c
űrtartalom,1,l,1,d4c84cf78e353675df88cad01c9c7323b231fb6ec85691d016d5bfcb1029a40c
űrtartalom,0.33,l,1,4ae4ed4fbc2accf21b11a2ce25da42293f23d8f203661e85bae910062c25d359
űrtartalom,1,l,1,4ae4ed4fbc2accf21b11a2ce25da42293f23d8f203661e85bae910062c25d359
űrtartalom,0.5,l,4,f90aabbac9384ad462a33241db779f4568c246a262e088021a2dedcddb5f99dc
űrtartalom,0.7,l,1,a6599605a8131a4c4f673277d67d4c8dd2af6808fb690650b7c5655661aaedb6
űrtartalom,1,l,1,ce977224a14d178991d2a8db2ef2b384b54ab22f5070533918339d069940c14c
űrtartalom,0.5,l,1,a94fc0d37001d6da5364a8106fe55758c07f0cf5979b7af3af44cfb0f4692302
űrtartalom,0.5,l,1,b898d2eb43ddf1c29e191b1bfe8e93502040acc9cc977aff412ed720d7823116
űrtartalom,1,l,1,518bd9dda22c2aff75eb24fa1b748808c8488e90af93d981e1386a40bacea59c
űrtartalom,0.7,l,1,56f9bb933797ffb4a385854991924860040a48c4fef0163d7a0f6548377319a4
űrtartalom,0.5,l,1,db6e36da12631250b394c25a3820f9be74d930469bd4d54cd1584621d413c6bc
űrtartalom,0.5,l,1,16f049360202a64aa55149e5af87a493d0b5a9f4a0e3997c4b088b94f1ca5a40
űrtartalom,0.7,l,1,afc1c4054aa89d3d40a4b82c934d64ba5fa19560c5de02e3e881e473835133b8
űrtartalom,0.5,l,1,a25937b0633bdb125ae49118efd34b5958d39aa208e25d0aa98f546b5d871526
űrtartalom,0.7,l,1,df073b1d86f57bcce9a7e423ecc3bc9240083c937358f43bfdf38c4189234c67
űrtartalom,0.7,l,1,78e5b4decd99bd9449ed147ec85cd4d51e975cfe61f23bfad5592486ac8ca81f
űrtartalom,0.7,l,1,a5fbcc8095b741f7c5091ca65d29a9c6a8a864f7c7f86dc21dc324e1ac646ac5
űrtartalom,0.7,l,1,22a437677a307f841ca804baf2a65b35cdc52def1ecfe91cfe40f7e5552d73ff
űrtartalom,0.7,l,1,e67f5000100a6383f7c6ec5efdd2c87373a538e549a83764af7fe88c4b5b3c4b
űrtartalom,0.7,l,1,c7fcc982fa85479c338f95cd225c70ec18c580bd177b07a8cd5d91a330c2d4b5
űrtartalom,0.7,l,1,24d6ef6fafb3b583c0c5aa8c59b082098c402acdcec3fcf4d02b134be889ec0e
űrtartalom,0.5,l,1,55c154948e7d99e8085bc5dfa9cec106cc890ea4260f9ad0712812cf212463b8
űrtartalom,0.75,l,1,2b7f9cab4e2cf67c22b5bc01df738badb2b9a60101c812f9d8ed013d4e97f2d2
űrtartalom,0.75,l,1,89efe573385a3baa06133b0ddd204186d8370e84ed539ed4a67aeb890fbd3254
űrtartalom,0.75,l,1,a7f51cf865379c2d7f01602ed1c6ea8997743ab946cf3b66142839cecfb2359f
tömeg,0.45,kg,1,10513e8ba50c32b2f657f0d05ca7b0aff4ca5f5e93c0dc32ed2bb2d2f19ccefc
darabszám,1,db,1,10513e8ba50c32b2f657f0d05ca7b0aff4ca5f5e93c0dc32ed2bb2d2f19ccefc
darabszám,3,db,1,ff691484d484e4ce74ca51e116a3db6f70eecd21389132b175f053b8bb0e7dc4
darabszám,1,db,1,ff691484d484e4ce74ca51e116a3db6f70eecd21389132b175f053b8bb0e7dc4
tömeg,0.5,kg,1,c0b99dc04b75c3205fb15aa1ef9641d1bf3ce0f2ea7e7cc73c44ac09df50e885
tömeg,1,kg,1,360afa4de3598e3890e26a2638dffc4910d9f654355b6fb92f03c2218c03e0b5
tömeg,1,kg,1,31d76ffa969150666717b0aec4f28bae4bfad24219ed63eb2834e019e4327c25
tömeg,0.75,kg,1,242b66c19b39d81031d948ee3528ebd2c6c9efd222056350ec943af3f59576ad
tömeg,0.75,kg,1,5dd9de727d627ba32af137115359a2a9b3114645a43b7e98a0b60e40f456927f
tömeg,1,kg,1,e869ddedc29e57467746424be937751750a756cf9152afc359574daba2139a2c
tömeg,0.325,kg,1,228e1fa7f89585bf2d16c6ed9e9e00e9dabcefc480b0c0a99434e37c732cd1fd
tömeg,0.45,kg,1,a09a818c9e0fdfd6551a737c6244e478180d1302147cd7ce6a4bb8f1d5a9dc5f
tömeg,2.5,kg,1,782f80271d37286c0115b5852251b10e8a747e72a9e41f59d5231ca6fa94f01b
