ertek,egyseg,egyedi_hash
7598,Ft/kg,7f7c22dcfd011120cb97d50b2c5d29e3b6b5bb370ed1b8961e3179253a30e70a
1132,Ft/l,d3ae2c507f559c80437f1131260c58d1b5368c0c1f8940ee75b17d8915f0ae71
849,Ft/l,212fe2f6cc3be530a1b79b888920f381012e0f238184653635bf8ef85601fd07
99,Ft/l,9f54dad4deb827fd040e2079d0c5d9eb9f68c677302fa9a726838c3f50cab26e
66,Ft/l,9f54dad4deb827fd040e2079d0c5d9eb9f68c677302fa9a726838c3f50cab26e
133,Ft/l,75dca455f93c9367505aec97f74a4666014013ded56ae63670ebab05092d721d
113,Ft/l,75dca455f93c9367505aec97f74a4666014013ded56ae63670ebab05092d721d
133,Ft/l,95d77c9d5529b56c3495b4530daa6a6b5b2bfd70aed40c39385eedfde6c343b7
113,Ft/l,95d77c9d5529b56c3495b4530daa6a6b5b2bfd70aed40c39385eedfde6c343b7
5598,Ft/l,36c47480bb019dc9a862339abaee2c7c9101a2d362fdfe30a6695176f58702c0
3998,Ft/l,36c47480bb019dc9a862339abaee2c7c9101a2d362fdfe30a6695176f58702c0
1666,Ft/l,ee92cb5ee528d7d7c75ea6dac5c58a7e9430079eea821191c3e7b86332bab21a
1433,Ft/l,ee92cb5ee528d7d7c75ea6dac5c58a7e9430079eea821191c3e7b86332bab21a
1516,Ft/l,368429b3e8546dfcbcb9c0f580dd005d09b499e1a134f52c79e4ab95ecc21b93
1493,Ft/l,93ba55fea65a75b98ec5dd3f778a5696d32546dae5ee1edc8e831b61cbd40236
910,Ft/l,f75bd24b5ea6596f8ee652925a01172be33ec89e233beb790f7843ff40b2e50c
1666,Ft/l,ddfb0501e6a606608440742412c3c714c450414018d7e25802dfca2d6c175458
4665,Ft/l,1f3045e0afda8b9d0da509307494f86e838103f4c401c0258812119be76110cf
2132,Ft/l,6ac815e80c929ff3f6f88abe1277f84f5f2afd1e306c0c03ba50213f755401fb
2196,Ft/l,d6e9e6cb65b2e93e83d6fddbb82240014d7eb3ec9daf8966ae347eaf761a823b
2996,Ft/l,632103a14dcb3b3abdd4e0bac6dbf33564d8da206b20e751ca20188752383ccd
3332,Ft/l,e420ddf274497dd11dd8faa0512b80be7ff2843e3fec19a7e44d07e22daca8b1
3732,Ft/l,c2a804814c7b61b1b0a5aaae9166e7611660688009cd6698ed97f7d0acb12b9a
2665,Ft/l,bd7df86ae67399d3d49385fab329389552cbfc8d4a1741ab30ac1fbb4a38026f
1999,Ft/l,bd7df86ae67399d3d49385fab329389552cbfc8d4a1741ab30ac1fbb4a38026f
2665,Ft/l,df73f8b204af3717cdfd6cc534806a8d7cf7fb7be672ce3a2e0f4d938fa459e6
1999,Ft/l,df73f8b204af3717cdfd6cc534806a8d7cf7fb7be672ce3a2e0f4d938fa459e6
3705,Ft/l,29019028bbb90d5345a106fdf321198c59aa5da1622e75032733a8f9393f4fe7
2665,Ft/l,29019028bbb90d5345a106fdf321198c59aa5da1622e75032733a8f9393f4fe7
4799,Ft/l,7916f24e34f06db243fbf4b52f0b1ab859cad4f707560c9d3c5333224f371ee3
3999,Ft/l,7916f24e34f06db243fbf4b52f0b1ab859cad4f707560c9d3c5333224f371ee3
3465,Ft/l,e46c66b28c687260cbd27a7bb051718de4bcb01e4fab6efb86e2af0dbb2c2cbe
2665,Ft/l,e46c66b28c687260cbd27a7bb051718de4bcb01e4fab6efb86e2af0dbb2c2cbe
2199,Ft/l,e80659e6e39add1db8d05cd251a334bda5c6630dde169f1e580242192d5e02cc
1532,Ft/l,e80659e6e39add1db8d05cd251a334bda5c6630dde169f1e580242192d5e02cc
2532,Ft/l,8629def59430c648a2525beb1aa6da2891d9939fed734129d860d9ec7efdc753
1999,Ft/l,8629def59430c648a2525beb1aa6da2891d9939fed734129d860d9ec7efdc753
2865,Ft/l,44699cece2cd8f1b9a2f37e0633d47be7ce63a576bad196c51eb203b51d83b87
2265,Ft/l,44699cece2cd8f1b9a2f37e0633d47be7ce63a576bad196c51eb203b51d83b87
3865,Ft/l,b512c801b663a41c916ac4a14f4b9b029c8a98333cd85b883c23155c47113049
2665,Ft/l,b512c801b663a41c916ac4a14f4b9b029c8a98333cd85b883c23155c47113049
3999,Ft/l,dfa1f180c5c5baec0a93529f85eeb301841f2c6a7aaf9f9a8ffc635248ba626c
3199,Ft/l,dfa1f180c5c5baec0a93529f85eeb301841f2c6a7aaf9f9a8ffc635248ba626c
4639,Ft/l,02f3b8601e83db957b023ea03302733e0ac7c54b3a71cc5a156a5c457d7282b4
3599,Ft/l,02f3b8601e83db957b023ea03302733e0ac7c54b3a71cc5a156a5c457d7282b4
5332,Ft/l,f3d2cc243f453531a69684123ec2876603a9ce633b5f121444ca8c05a25d194e
3999,Ft/l,f3d2cc243f453531a69684123ec2876603a9ce633b5f121444ca8c05a25d194e
3399,Ft/l,3cae43d738baa11eb8038e096a8e84ffcca0a6e5a120eef6d7590797b2a0a14f
2265,Ft/l,3cae43d738baa11eb8038e096a8e84ffcca0a6e5a120eef6d7590797b2a0a14f
1999,Ft/l,f17e4bfe84abfd8b212a1e65f777d0fa0c2cc3f5f67bf402fbf9b3d07cd19714
1599,Ft/l,f17e4bfe84abfd8b212a1e65f777d0fa0c2cc3f5f67bf402fbf9b3d07cd19714
2399,Ft/l,fd6e9f5c7413f836b9cc8f10ca7371661f598fd44000aa5e84b9d59d6395091d
1732,Ft/l,fd6e9f5c7413f836b9cc8f10ca7371661f598fd44000aa5e84b9d59d6395091d
2572,Ft/l,14d79a6b364f6116e14dfd2a018b37a23f9ba0deb1b9fba200f124fe6753725b
1865,Ft/l,14d79a6b364f6116e14dfd2a018b37a23f9ba0deb1b9fba200f124fe6753725b
2665,Ft/l,24ca3db53984da90d8e197ed610fbf503130758b440818f003bf71e20bd63abe
1999,Ft/l,24ca3db53984da90d8e197ed610fbf503130758b440818f003bf71e20bd63abe
2799,Ft/l,8a6d63594ce07d6b365321708d9ffde5b39068f80c948680fe7a845fcfd72e80
2132,Ft/l,8a6d63594ce07d6b365321708d9ffde5b39068f80c948680fe7a845fcfd72e80
3532,Ft/l,dce48ea78f650c99b50abc82cf2e260a78c611a57a53d62d1b5f6ca87f895a65
2532,Ft/l,dce48ea78f650c99b50abc82cf2e260a78c611a57a53d62d1b5f6ca87f895a65
3999,Ft/l,a032ff86ab6e474603ee6724783cd647adf989b1fbeca0c7011dd52762392b1b
3065,Ft/l,a032ff86ab6e474603ee6724783cd647adf989b1fbeca0c7011dd52762392b1b
865.33,Ft/l,21811783895e7641ca1f7d10b9eb6e3823796770e3417c8871b63faef1c7396e
1065.33,Ft/l,a312e3bfb1a32aa37e8f36c6cf0b148af28d5ec487194fda082114a8024bb8fe
1598.67,Ft/l,596a3112815acb4a36a81b2241bc0842042403719cb8c0f9ee8d14e118e65f5b
1638.67,Ft/l,3b2946719bb59102bb302f615bc6c063521315f65a0c9a4db07f3a70428b611e
1665.33,Ft/l,8e87318e579d697c6335b9deb5454e276dc5243a8fb2cb7d976b62aa3be88d1b
1732,Ft/l,712d2776ca2a0955d2946d1cf19d45b570a8e6f48c69722119adca9d903e3f21
1865.33,Ft/l,8b8f56ca3c74a1b1c74bec19a930efff9a74b1b6600da37529839d3c47ee6e6d
1865.33,Ft/l,0e7b1499c36b5ece7833ccbdb625cd8cebb8cdf1f25f9cd89c887dce00eba1bb
2132,Ft/l,6a9e217bdd858d8656d7e306f297afe55779eb5fe512529a99c8f2edf5e7fbfb
2532,Ft/l,71c58e7ad2277f2c32bf9d646699526ac257b0ae1ecaf86c654489b34fed3684
2665.33,Ft/l,f8994bed57d453460a13cd9d7e6a36347d4c2795ac66e27dc885c0290c039db5
2665.33,Ft/l,cfc1b0ba1870e0d24513931f44897a1fe3d118a19db05193923af1e0ffa153ce
3332,Ft/l,0367fc8677133c6ab32d024d4b5768941e5e8ee60add5ce627ea1b7c46411deb
3332,Ft/l,403a1c2b83a07fcb26a16b6c6024330a8466bbf355fa2933356bc093eba8726e
1133,Ft/l,973546fba7e2145db8d447ea9f36d956ad3d2fc071d74c84676b2009c1cdaed0
10213,Ft/l,1cec1900d7524764df047639150c6500d4ead65d4427cc4a0384e7d01c91aea3
8129,Ft/l,1cec1900d7524764df047639150c6500d4ead65d4427cc4a0384e7d01c91aea3
8756,Ft/l,8aced084d24951dad0a1957c25b20bfd7e898c65ce6b90b45d5327a3327877ae
7427,Ft/l,8aced084d24951dad0a1957c25b20bfd7e898c65ce6b90b45d5327a3327877ae
12570,Ft/l,1d521e133d2c4f5d28ec7d3d4ec4851b77603083c17fd9d18e975727ec31f065
9271,Ft/l,1d521e133d2c4f5d28ec7d3d4ec4851b77603083c17fd9d18e975727ec31f065
14999,Ft/l,6e0b84f833763d6cea8929fd9c71ee67d25371781038825cbd9581d5a94491cf
11499,Ft/l,6e0b84f833763d6cea8929fd9c71ee67d25371781038825cbd9581d5a94491cf
7856,Ft/l,6c5d95c308eac7815029336459cdeb23b3de9aa3053779bb23c5cac6c5848fcf
6284,Ft/l,6c5d95c308eac7815029336459cdeb23b3de9aa3053779bb23c5cac6c5848fcf
21427,Ft/l,2cac722933dbe5339eb05e40427196fdcddc9e53b47c051b012fbf37b852647c
17856,Ft/l,2cac722933dbe5339eb05e40427196fdcddc9e53b47c051b012fbf37b852647c
10999,Ft/l,7f1ec3d4c5cf581131ffa65af799793780b469d141b0a0f56d8fcd6d9dde3235
8499,Ft/l,7f1ec3d4c5cf581131ffa65af799793780b469d141b0a0f56d8fcd6d9dde3235
9984,Ft/l,c30736753dd469d813d0e8c56bfce4c8cacdd55c23bb9c54ec5ea57c29baf156
8570,Ft/l,c30736753dd469d813d0e8c56bfce4c8cacdd55c23bb9c54ec5ea57c29baf156
15713,Ft/l,652bd52ffcc7b1ff9bea1d0730bded0515068c55791a6f8179665e700c088522
12141,Ft/l,652bd52ffcc7b1ff9bea1d0730bded0515068c55791a6f8179665e700c088522
9299,Ft/l,cd892fd875efa287608d8a36e5594f914b878c185665b8d79c2314c2b08a4abf
7899,Ft/l,cd892fd875efa287608d8a36e5594f914b878c185665b8d79c2314c2b08a4abf
15713,Ft/l,75dbcb834b17d4a35e2cb8d2d089d652b7130b6cec91166125fc2a4bc9afc4a0
11427,Ft/l,75dbcb834b17d4a35e2cb8d2d089d652b7130b6cec91166125fc2a4bc9afc4a0
20998,Ft/l,22967ae6a6790c6add1b64b7b9e2446898d6a5345237dfbeab19585f8c771222
17578,Ft/l,22967ae6a6790c6add1b64b7b9e2446898d6a5345237dfbeab19585f8c771222
19198,Ft/l,395d6b9e21f38f2ec502807baa913a7aa3cfbc72c6d4220da7eb2f23b72f4b2a
14998,Ft/l,395d6b9e21f38f2ec502807baa913a7aa3cfbc72c6d4220da7eb2f23b72f4b2a
9398,Ft/l,beae1936a44874032ddcb63f9371a7bb57570d5d8a44472a3b77c7c73e001e75
6798,Ft/l,beae1936a44874032ddcb63f9371a7bb57570d5d8a44472a3b77c7c73e001e75
6984,Ft/l,bc88b68ec8b2be8c353c02f2c698b580332570107e9f9fccbb6f6ad9b73eee43
6284,Ft/l,bc88b68ec8b2be8c353c02f2c698b580332570107e9f9fccbb6f6ad9b73eee43
12843,Ft/l,03dffe6403b46af1d8af523fe8213637a8e3134277728660d6935cc80dd13303
9414,Ft/l,03dffe6403b46af1d8af523fe8213637a8e3134277728660d6935cc80dd13303
11427,Ft/l,265c7e279544f94562e6ddfc52de289536353b6ffd1b3b6547fcafd019ba03f3
9427,Ft/l,265c7e279544f94562e6ddfc52de289536353b6ffd1b3b6547fcafd019ba03f3
38495,Ft/l,536dd8878e16a95439d9e5777a12bfcf67ee31c4276b526562f3061f51ef250a
32495,Ft/l,536dd8878e16a95439d9e5777a12bfcf67ee31c4276b526562f3061f51ef250a
12129,Ft/l,e2f3ae3c5a854d53cd8ac611d2636578fbab612401f705f32a8aa75f7c880911
10271,Ft/l,e2f3ae3c5a854d53cd8ac611d2636578fbab612401f705f32a8aa75f7c880911
16700,Ft/l,4be213ad228c447d85ff077c9bc9fb24f316a77752db23e00ce2b35e71b1a6d2
14986,Ft/l,4be213ad228c447d85ff077c9bc9fb24f316a77752db23e00ce2b35e71b1a6d2
9557,Ft/l,fd9b0cdf2746630d10750bb75c206e84d2a11c5184d63389f32e018b788849d3
7700,Ft/l,fd9b0cdf2746630d10750bb75c206e84d2a11c5184d63389f32e018b788849d3
14271,Ft/l,408e0362db3b3ffdbb8fcd6f759a8906e6204300e711d74c8451ab26c41df7cc
10986,Ft/l,408e0362db3b3ffdbb8fcd6f759a8906e6204300e711d74c8451ab26c41df7cc
18986,Ft/l,5a460a04ea03091633902e7cac070c7521d5851770d31eba2146fb499fbc3d41
18570,Ft/l,5a460a04ea03091633902e7cac070c7521d5851770d31eba2146fb499fbc3d41
20700,Ft/l,05d08cdc04613d9646b75127983448657c444a50ab95fdaf2782abf1e70e37c1
19986,Ft/l,05d08cdc04613d9646b75127983448657c444a50ab95fdaf2782abf1e70e37c1
4032.73,Ft/l,428867be3496995be0e98fa60cbf51b5e96905b72545eefde01709080864e7b8
1316,Ft/l,154b8fde66d548aca0de3608bb632355df7b7f58b17f30fd474f1a4144232f6b
8570,Ft/l,22a437677a307f841ca804baf2a65b35cdc52def1ecfe91cfe40f7e5552d73ff
8570,Ft/l,a7c08d808b3d68ecee3b87674840a0dc4eb44831cf87a381735549a44a1ea1f4
9427.14,Ft/l,e67f5000100a6383f7c6ec5efdd2c87373a538e549a83764af7fe88c4b5b3c4b
11427.14,Ft/l,c7fcc982fa85479c338f95cd225c70ec18c580bd177b07a8cd5d91a330c2d4b5
13570,Ft/l,24d6ef6fafb3b583c0c5aa8c59b082098c402acdcec3fcf4d02b134be889ec0e
10600,Ft/l,47bd7f0a08a8ead89a99a46e0b3be9dc2d7c8102aa6530c1a5f444389dac27f5
9332,Ft/l,47bd7f0a08a8ead89a99a46e0b3be9dc2d7c8102aa6530c1a5f444389dac27f5
1865.33,Ft/l,a7f51cf865379c2d7f01602ed1c6ea8997743ab946cf3b66142839cecfb2359f
2932,Ft/l,0554e259440586d77108c19743966c560aacc129cd4e91eba81981c2a9141281
1398,Ft/kg,21f84daf6401a9851c194dced20056562157fb0373a004bbd723be196de19263
199,Ft/kg,24046441a2eeff0f0ae7f9efb5dfa22d946a26e52a8ed852fe0c7a4cedd0d083
1108.89,Ft/kg,1ffc8856249f98982e7f7159ab173b0bded7b62478ad2b1de0aaebb594c86e1a
918.67,Ft/kg,7fdc96e012ea29680bbb18cfef805181fe18f5dca1a5d2f538a168b1a8cae277
2153,Ft/kg,fa3208f51e59f9d88b5706ba13a4f70e400388a289e7582d44682c2362126d61
1553,Ft/kg,fa3208f51e59f9d88b5706ba13a4f70e400388a289e7582d44682c2362126d61
2498,Ft/kg,55e37b2e0144d9d9b89057d6cf96943a33e3d6c80cdcaf8342197547e5301720
1998,Ft/kg,55e37b2e0144d9d9b89057d6cf96943a33e3d6c80cdcaf8342197547e5301720
299,Ft/db,222900a5e1983850401212d691f1095091e89124926addf0bc4aaefdfd6dfb04
1497.5,Ft/kg,b44a822bf3c82803723b74888f2dd45e51c08cc8cfadc4cd1732e7d40d118ff3
1941.67,Ft/kg,1942cad601ce98963afb7591de53210db9aa8989d3578993214ba18069329227
4492.85,Ft/kg,cfcd8c912e214db861b0f0001be87d1a20c2b1f27ca8003c1a5f797d52358b90
1398,Ft/kg,308bb0ac3ee12090d82708f9afbdf3192e00a97aa4046fa65509e4711950c981
399,Ft/db,01e553bf121517669c7c4bc6386b6830e460201fab9a6757ce8f3d030ca201e9
2242,Ft/l,fa5ad89ccc89ba8f46cab04f596cfbab5e9ad47179e7d4512af18398c4432225
1242,Ft/l,fa5ad89ccc89ba8f46cab04f596cfbab5e9ad47179e7d4512af18398c4432225
4073,Ft/kg,f7b3bd07a74b87f7c51f9f54def73af5071a578bd7cc9e58aa0a481e3ffd1cf5
3098,Ft/kg,f7b3bd07a74b87f7c51f9f54def73af5071a578bd7cc9e58aa0a481e3ffd1cf5
4495,Ft/l,5ceb85ec9ebecdc6d28c39ad569eaa03881c5b9e42f54cad83d906432622231c
3345,Ft/l,5ceb85ec9ebecdc6d28c39ad569eaa03881c5b9e42f54cad83d906432622231c
3628,Ft/l,56dfe3405c57060ba1a8171ec21b3242b60b3327857debcbfab384f2f7223c30
2172,Ft/l,56dfe3405c57060ba1a8171ec21b3242b60b3327857debcbfab384f2f7223c30
9367,Ft/l,a358b5d0f057205e9689964a214896c52ce878fc89407181dda939b60558309d
7404,Ft/l,a358b5d0f057205e9689964a214896c52ce878fc89407181dda939b60558309d
798,Ft/kg,6e53277499695e589880082988ea697319a361c8fafae400a9cadcb852877cd9
1108.89,Ft/kg,e06b0f422bad43106531b18e7d42412090b6800a0bfb999b4708b87d1f11511b
918.67,Ft/kg,2863673f05e3314a7b1425854ed12b592378ef21d78386344be7cad64b6a4fca
2153,Ft/kg,626fab4e154ed97937de2f4d20e047a8e3925acc9c69e4c088d2623399def486
1553,Ft/kg,626fab4e154ed97937de2f4d20e047a8e3925acc9c69e4c088d2623399def486
2498,Ft/kg,ef7d21aafedb7a2f7b17b45a29a5fd8bbd3338efa1b49db3bc1823482582e8a1
1998,Ft/kg,ef7d21aafedb7a2f7b17b45a29a5fd8bbd3338efa1b49db3bc1823482582e8a1
1665,Ft/l,4373146c069fcea823855b3cc06a84654da5fb7e3efb6b583c226d34ed5dc130
3746.88,Ft/kg,b94e3f02f62cffdfc798ac172de7054514c4b23f3a9324ab66f33648dd9fba43
3689.23,Ft/kg,b94e3f02f62cffdfc798ac172de7054514c4b23f3a9324ab66f33648dd9fba43
6497.5,Ft/kg,82acfd5ac3d7885ecdc1d1ebe05021b3e68494b6b64321f25b2889d8381d4422
3180,Ft/kg,da4588998d691427a7ff857f42a29fbf2442ce36050d58736c55aef381187d29
2443,Ft/kg,16650d05033a945540b63f26339b1feb89401cf1b788a568e670acf5d87f42b1
5290,Ft/kg,e0a514a5313663c0ba09a516e0f45b7fcc789173f609f4583a4eb836b4535a52
2098,Ft/kg,dbb7befcf8a40aaa2d389ad8856fda1bd8aedb5247a91202dee5cc1078646ec4
3311,Ft/kg,bf42b8358b05bd4beb39d8adf549240a06aaefe52b5f24fdef96b3873cd308b7
3124,Ft/kg,bf42b8358b05bd4beb39d8adf549240a06aaefe52b5f24fdef96b3873cd308b7
2198,Ft/kg,2c01173c95f25c21928acc86dce5af41767a5718a26df365b76d4c946144eb1f
3990,Ft/kg,4704d802941391ae3a59504d3762881ae7981f1dd2c3a2c61205af27ec9dc732
3990,Ft/kg,68cc30610818c1915e904ba4b1bc043b4c0348718a16708a4e904ea6074384fd
4495,Ft/kg,2a3b9bb82701e0333bc61f42e43cc1df211e553cea743fbc82bf566a8ce04079
1399,Ft/kg,afd25a78294aba3b9aca9090336ca14941a152da2f7d881d5a29e713ff49ae5f
2831.67,Ft/kg,efd4f2a7ff7f08a849a10063632ffb0e8c4813cdfcc77c2758f1a4709c35e1b5
9398,Ft/kg,2c30c923a7bbfcef3f7726bd3e5f689f40fabefda04c12a7ca276106ceb4749b
19790,Ft/kg,9bbd2b985ec39b847e82609f7dc3406a76f9477cf7d5f5dcaae244c1b8e9cab1
1682,Ft/kg,f34d08c502342a1639c208b6c44291080e4bfa2c158266345c15f4865d1109e9
6497.5,Ft/kg,06a702a10563c33376bcb8bac0a0b770ec9f721acf08e2e4f5f4938a9f4ed4d6
3497.5,Ft/kg,0ef5bafd521b005bf4fae288e867a2a99e4fbb5e8be488b5a88d5518bca9871d
3024,Ft/kg,7b480eaff417cce1cd5ef2c9f312b2ad22cd3905cdf781c750529dd485b93f4d
2055,Ft/kg,7b480eaff417cce1cd5ef2c9f312b2ad22cd3905cdf781c750529dd485b93f4d
2122.5,Ft/kg,20d4e91f0c6c8fb523b860c40fe28f18da7ad6895259e01a3a5ab6ffc6bdd500
1372.5,Ft/kg,20d4e91f0c6c8fb523b860c40fe28f18da7ad6895259e01a3a5ab6ffc6bdd500
1398,Ft/kg,7ef83d8811fcd88ff21190727843a3a8a8391029fff08781ab6fb6bc82a074aa
4438,Ft/kg,7b6439d7047794efbc2116a93619ff0eec76266bb2a404efd8eb85dcccefa92b
3078,Ft/kg,7b6439d7047794efbc2116a93619ff0eec76266bb2a404efd8eb85dcccefa92b
4498,Ft/kg,7bb773ead48275e9d1f69d89cba201171184363ebbe6b46fcb58c5d3383e985a
2998,Ft/kg,7bb773ead48275e9d1f69d89cba201171184363ebbe6b46fcb58c5d3383e985a
2998,Ft/kg,96ae753f473ac5ca4dba0bdec620d505387713454b7d8c3f4156bd8f044876df
2398,Ft/kg,96ae753f473ac5ca4dba0bdec620d505387713454b7d8c3f4156bd8f044876df
5707,Ft/kg,4d28f97e9e6d19b7cfd663e04643e04996eb4cfbd7be9007a891ef72d0bb284e
4493,Ft/kg,4d28f97e9e6d19b7cfd663e04643e04996eb4cfbd7be9007a891ef72d0bb284e
5327,Ft/kg,c4442f35b1ed459465cdbc166cc40baa62993bc75b9602a5c36126dd8b639853
4593,Ft/kg,c4442f35b1ed459465cdbc166cc40baa62993bc75b9602a5c36126dd8b639853
5350,Ft/kg,d77b4ce3555874acffa47b2fa195bc81c71542462626165ab537cbebf22a3823
3421,Ft/kg,d77b4ce3555874acffa47b2fa195bc81c71542462626165ab537cbebf22a3823
7990,Ft/kg,dfd6cfc37a350746836f00136d14c138afaf0e88751cc1273585159cbf5f0466
5990,Ft/kg,dfd6cfc37a350746836f00136d14c138afaf0e88751cc1273585159cbf5f0466
6327,Ft/kg,04d38d4b6cb90dfdbdae8cf331aede172e195489b62fe4bbfa749e2b2dfde2b8
5993,Ft/kg,04d38d4b6cb90dfdbdae8cf331aede172e195489b62fe4bbfa749e2b2dfde2b8
1790,Ft/kg,6c5f062f4cf883f5946ab1b9d819c5498547f174eb15d3635df89e5e45c879b1
5592,Ft/kg,30e37b0f7c655ba9367bed1f138ee5d7d5dc3f24931bba03875982bfe24a76e3
4990,Ft/kg,4789bd447c001f37a19f1bfd2cb70d697966738683fca05042a94f12c721a58e
3415.79,Ft/kg,2db76fff77e0ddbfa1487da2ad7bcfec3e671b045fbcf96d6181e4de46e92ce9
2796,Ft/kg,7bb13c2866f4469847718ccb346e0a35c84a1bf9f07c22969b520ea6348a2e47
3210,Ft/kg,68bec67b73ba39fd7e73f889d21487d3d9e5b70713377397d615ff5d7948c16e
2475,Ft/kg,68bec67b73ba39fd7e73f889d21487d3d9e5b70713377397d615ff5d7948c16e
6245,Ft/kg,a96e641e52e6a33905ea2d844a7d850f115d7ef16892d81aaf5a99bd54ac78e2
1238,Ft/kg,cd9149364c3abc73552067c3b8b620439e4b70d5863e2cd018fd34562bd4c738
898,Ft/kg,cd9149364c3abc73552067c3b8b620439e4b70d5863e2cd018fd34562bd4c738
199,Ft/l,606325654ca2c9a53b20e470393ccf9410f9df40c5746f9c9e3ecf1547b89a82
1993,Ft/kg,59b3a93d5e199a1ff8f5482897e1a9b961498370f9297deba1b1ad48399f3dc4
1593,Ft/kg,59b3a93d5e199a1ff8f5482897e1a9b961498370f9297deba1b1ad48399f3dc4
2100,Ft/kg,20694f4e05458b9f02b7e0066740e0a63130e786f795eb4212df3f07925b8464
1574,Ft/kg,20694f4e05458b9f02b7e0066740e0a63130e786f795eb4212df3f07925b8464
5993,Ft/kg,869d79537c7d42ad0742e49eca34cbfa96bb92890b0bb024ef01f359b28bb907
4660,Ft/kg,869d79537c7d42ad0742e49eca34cbfa96bb92890b0bb024ef01f359b28bb907
2745,Ft/kg,337957d3d828f299807de36dba7bec43184695f44c1a9f0765787a26c62871e2
1995,Ft/kg,337957d3d828f299807de36dba7bec43184695f44c1a9f0765787a26c62871e2
6206,Ft/kg,5484a453639c023576442c26211e7c9200012a6616bed846dad099efe70e1f26
4245,Ft/kg,5484a453639c023576442c26211e7c9200012a6616bed846dad099efe70e1f26
6450.98,Ft/kg,db70f53cda38e2c31aac58bb1fb8365a0edba170f3eb8b6f4f230aa31484cd35
1209.09,Ft/kg,e43f9ff385e6bea7ceb63f2192375d3000269d2cd1e2b3fa938773db71e82fc1
3790,Ft/kg,6e25e8e4d5761ebb1c5e9d66a2faf09a208d7a91729d0d3c210864b5034980c8
2790,Ft/kg,6e25e8e4d5761ebb1c5e9d66a2faf09a208d7a91729d0d3c210864b5034980c8
16652,Ft/kg,57dbee1b7efe1c0f6ebf0ae96d1d1445289333f3ba5eda2cac9dd3b2ce333587
13621,Ft/kg,57dbee1b7efe1c0f6ebf0ae96d1d1445289333f3ba5eda2cac9dd3b2ce333587
10707,Ft/kg,7f8b034c851e01ac05b8127d086db8c15bcfc4822694b5509353b1a030701782
9636,Ft/kg,7f8b034c851e01ac05b8127d086db8c15bcfc4822694b5509353b1a030701782
10798,Ft/kg,983c9a1a7aacf2fe4e59e909df44b25e88ea94542aa48c6ba64f62d727239e86
9081,Ft/kg,983c9a1a7aacf2fe4e59e909df44b25e88ea94542aa48c6ba64f62d727239e86
15170,Ft/kg,012ad8f19b575ff4ced99f3a696c814932e34a7b8efb36f8065615d2b2b3ef4b
11598,Ft/kg,012ad8f19b575ff4ced99f3a696c814932e34a7b8efb36f8065615d2b2b3ef4b
159,Ft/db,a9c1d6105b605b3f33ed4a450daf078087e94b195fd68a783aec6282836d7647
106,Ft/db,a9c1d6105b605b3f33ed4a450daf078087e94b195fd68a783aec6282836d7647
4790,Ft/kg,7b5058d8b5aff59a40b9a23d61f00a25271a4614efbfd962ca36e1cf42c4a3c1
3590,Ft/kg,7b5058d8b5aff59a40b9a23d61f00a25271a4614efbfd962ca36e1cf42c4a3c1
6656,Ft/kg,8d025c1cc068e38d1bc204a5a3bba2926f8bd59e06f93a4f3affeb53269b0d83
4433,Ft/kg,8d025c1cc068e38d1bc204a5a3bba2926f8bd59e06f93a4f3affeb53269b0d83
7766.67,Ft/kg,6ca98af13b1e5cd0321d61fd99294a3c47c4c5b55b71f3ccd310834672775d38
7206.19,Ft/kg,6ca98af13b1e5cd0321d61fd99294a3c47c4c5b55b71f3ccd310834672775d38
9722.22,Ft/kg,9cef0ba25b16d58997ea069d96b757f283cc8bdaa965180945e8e0bd70ec642a
7098,Ft/kg,1daaeaa02fd86b6e0d32b8d26c0462496beae1d7f070515b4b5230ed3e67e9e0
4748,Ft/kg,1daaeaa02fd86b6e0d32b8d26c0462496beae1d7f070515b4b5230ed3e67e9e0
14699,Ft/kg,288e73fe32f1878b324e70ff330cbb82e824945abf1580212fca7796dcca654d
12493,Ft/kg,288e73fe32f1878b324e70ff330cbb82e824945abf1580212fca7796dcca654d
3992,Ft/kg,2ba44c5c70033d9ccca2edbdae3b1b1dcdc2a66d7545e4ccdb3fb7d0e8c69bc8
2383,Ft/kg,157e1216a8efa1e1d6ed7c68ba2f5aa726e2f08866501e7414aa812b7d909ad1
1494,Ft/kg,157e1216a8efa1e1d6ed7c68ba2f5aa726e2f08866501e7414aa812b7d909ad1
3327,Ft/kg,e17c84db303f9203f7be6f29acc0827ec9e4edb56526354fc99eef2e0d0d5b9f
2993,Ft/kg,e17c84db303f9203f7be6f29acc0827ec9e4edb56526354fc99eef2e0d0d5b9f
3468,Ft/kg,b4f16c77ba51893d67897bc46fb398b9f43c65ad66b4c40247667f3df8ccec42
3236,Ft/kg,b4f16c77ba51893d67897bc46fb398b9f43c65ad66b4c40247667f3df8ccec42
6709,Ft/kg,7334b6f22377d51ec08ebb92fe3bcaf656520a552a61b9e33a63f5e8dc659532
5436,Ft/kg,7334b6f22377d51ec08ebb92fe3bcaf656520a552a61b9e33a63f5e8dc659532
5460,Ft/kg,4fb7278397d38980a3d5430bc29d596d47d3cb530721ddf0d1a15a5b80f56928
3993,Ft/kg,4fb7278397d38980a3d5430bc29d596d47d3cb530721ddf0d1a15a5b80f56928
